2	-2	0	3	2.4056261e-2	-5.310458490e-7	-3.2259586351e-6
2	-2	0	4	4.8112522e-2	-3.4181867687e-5	8.059854517e-6
2	-1	0	2	2.4056261e-2	1.2263978559e-6	7.4500323454e-6
2	-1	0	3	4.8112522e-2	1.18409463063e-4	-2.7920155052e-5
2	0	0	1	2.4056261e-2	-1.3007913604e-6	-7.9019525873e-6
2	0	0	2	4.8112522e-2	-2.51184402865e-4	5.9227592906e-5
2	1	0	0	2.4056261e-2	2.9405222524e-23	1.6476087206e-23
2	1	0	1	4.8112522e-2	3.5522838919e-4	-8.376046516e-5
2	2	0	-1	2.4056261e-2	1.593137548e-6	9.677875905e-6
2	2	0	0	4.8112522e-2	-3.0763680918e-4	7.253869066e-5
3	-3	0	4	2.4056261e-2	2.8468447908e-8	1.51654532090e-7
3	-3	0	5	4.8112522e-2	8.7347511653e-7	-2.7679615938e-7
3	-3	0	6	7.2168784e-2	-1.5928302200e-6	-3.8646378368e-6
3	-2	0	3	2.4056261e-2	-6.710077522e-8	-3.5745316013e-7
3	-2	0	4	4.8112522e-2	-2.8823208311e-6	9.133807261e-7
3	-2	0	5	7.2168784e-2	6.7578062991e-6	1.63962697275e-5
3	-1	0	2	2.4056261e-2	7.595539031e-8	4.0462266205e-7
3	-1	0	3	4.8112522e-2	5.6382576327e-6	-1.7867115260e-6
3	-1	0	4	7.2168784e-2	-1.8507014741e-5	-4.4903033942e-5
3	0	0	1	2.4056261e-2	-1.47010432854e-8	-7.83140636214e-8
3	0	0	2	4.8112522e-2	-6.7659091592e-6	2.1440538311e-6
3	0	0	3	7.2168784e-2	3.7014029483e-5	8.9806067885e-5
3	1	0	0	2.4056261e-2	-6.6154694784e-8	-3.52413286296e-7
3	1	0	1	4.8112522e-2	3.38295457964e-6	-1.07202691557e-6
3	1	0	2	7.2168784e-2	-5.5521044224e-5	-1.34709101827e-4
3	2	0	-1	2.4056261e-2	4.026046513e-8	2.1447189608e-7
3	2	0	0	4.8112522e-2	3.7058410686e-6	-1.1743466478e-6
3	2	0	1	7.2168784e-2	6.082025668e-5	1.4756642754e-4
3	3	0	-2	2.4056261e-2	8.540534372e-8	4.5496359627e-7
3	3	0	-1	4.8112522e-2	-7.8612760487e-6	2.4911654344e-6
3	3	0	0	7.2168784e-2	-4.300641593e-5	-1.0434522159e-4
4	-4	0	5	2.4056261e-2	-3.515797233e-10	-1.7036665930e-9
4	-4	0	6	4.8112522e-2	-8.7407443905e-8	3.0625992309e-8
4	-4	0	7	7.2168784e-2	6.721533954e-8	1.4029300140e-7
4	-4	0	8	9.6225045e-2	4.2374530077e-7	-2.5032884024e-7
4	-3	0	4	2.4056261e-2	8.611909259e-10	4.1731138446e-9
