-10	0	11	2.4056261e-2	0.e-35	0.e-35	0.e-36	0.e-36	2.0975847537133e-22	1.43651728121019e-21	2.0975847537133e-22	1.43651728121019e-21
-10	0	12	4.8112522e-2	-7.1629467290672e-20	5.52049442961401e-19	2.6969881548929e-20	-1.49636839760234e-19	-5.91136041081821e-19	-1.08419375700036e-19	5.91136041081821e-19	1.08419375700036e-19
-10	0	13	7.2168784e-2	0.e-32	0.e-32	0.e-32	0.e-32	4.6196736007503e-18	8.5333920128560e-18	4.6196736007503e-18	8.5333920128560e-18
-10	0	14	9.6225045e-2	-3.69781243555261e-17	-4.65637610069306e-17	1.18066093584341e-17	1.54287067467468e-17	1.10712321933219e-16	-8.4976625951766e-17	-1.10712321933219e-16	8.4976625951766e-17
-10	0	15	1.2028131e-1	0.e-30	0.e-30	0.e-30	0.e-30	-1.5774094683087e-16	-2.2562079926585e-16	-1.5774094683087e-16	-2.2562079926585e-16
-10	0	16	1.4433757e-1	1.5308958391913e-16	3.0204134857367e-16	-5.5658522261412e-17	-1.12748267818038e-16	-1.07832775131370e-15	5.3371784390935e-16	1.07832775131370e-15	-5.3371784390935e-16
-10	0	17	1.6839383e-1	0.e-29	0.e-29	0.e-29	0.e-29	1.945559063714e-16	7.709422162060e-16	1.945559063714e-16	7.709422162060e-16
-10	0	18	1.9245009e-1	9.13152087e-20	-3.838883473093e-16	-1.18654219554e-18	1.5892603415737e-16	1.818702264775e-15	1.2457854650e-17	-1.818702264775e-15	-1.2457854650e-17
-10	0	19	2.1650635e-1	0.e-28	0.e-28	0.e-29	0.e-29	1.209180329493e-16	-4.061127641604e-16	1.209180329493e-16	-4.061127641604e-16
-10	0	20	2.4056261e-1	-5.82835907061e-17	8.72311665352e-17	2.67846314500e-17	-3.96241509511e-17	-5.13814894288e-16	-3.47096513879e-16	5.13814894288e-16	3.47096513879e-16
-9	0	10	2.4056261e-2	2.2103914639858e-20	-2.62574061605224e-19	-1.68101493022765e-20	5.94504255079917e-20	1.09058108859035e-19	4.5856003690147e-20	-1.09058108859035e-19	-4.5856003690147e-20
-9	0	11	4.8112522e-2	0.e-32	0.e-32	0.e-32	0.e-32	-1.480964075369177e-17	4.91214763707888e-18	-1.480964075369177e-17	4.91214763707888e-18
-9	0	12	7.2168784e-2	1.61013437427556e-16	-1.84328055399085e-16	-5.18860250529461e-17	5.61523197021914e-17	3.53505954192245e-16	3.31579457169976e-16	-3.53505954192245e-16	-3.31579457169976e-16
-9	0	13	9.6225045e-2	0.e-30	0.e-30	0.e-30	0.e-30	1.19351152118005e-15	-1.35447291690336e-15	1.19351152118005e-15	-1.35447291690336e-15
-9	0	14	1.2028131e-1	-1.76222498037150e-15	1.81261937870360e-15	6.6043858285191e-16	-6.5688936698308e-16	-6.1652302368526e-15	-6.2836780484363e-15	6.1652302368526e-15	6.2836780484363e-15
-9	0	15	1.4433757e-1	0.e-28	0.e-28	0.e-29	0.e-29	-8.9604287351710e-15	5.4528517612808e-15	-8.9604287351710e-15	5.4528517612808e-15
-9	0	16	1.6839383e-1	3.4916038420858e-15	-1.3141469316086e-15	-1.4967472122974e-15	5.414378220588e-16	6.365675417963e-15	1.7931122030671e-14	-6.365675417963e-15	-1.7931122030671e-14
-9	0	17	1.9245009e-1	0.e-28	0.e-28	0.e-28	0.e-28	1.1825820061391e-14	-2.81405092055e-16	1.1825820061391e-14	-2.81405092055e-16
-9	0	18	2.1650635e-1	-1.166648293707e-15	-2.65162924360e-16	5.711260255739e-16	1.360104477237e-16	1.94886768007e-15	-8.02213512202e-15	-1.94886768007e-15	8.02213512202e-15
-9	0	19	2.4056261e-1	0.e-27	0.e-27	0.e-27	0.e-27	-2.57593665899e-15	-1.74344014617e-15	-2.57593665899e-15	-1.74344014617e-15
-8	0	9	2.4056261e-2	0.e-32	0.e-32	0.e-33	0.e-33	4.18988717587867e-18	-3.83453082145340e-18	4.18988717587867e-18	-3.83453082145340e-18
-8	0	10	4.8112522e-2	5.05959091762426e-16	4.28542926011940e-16	-1.405526179912266e-16	-1.303803068270087e-16	-6.41994439190781e-16	6.77662004427456e-16	6.41994439190781e-16	-6.77662004427456e-16
-8	0	11	7.2168784e-2	0.e-29	0.e-29	0.e-30	0.e-30	6.30284187850619e-15	3.28183415392017e-15	6.30284187850619e-15	3.28183415392017e-15
-8	0	12	9.6225045e-2	-1.48554921598507e-14	-6.9282638536200e-15	5.20730490353600e-15	2.57286484067511e-15	2.29947124821589e-14	-4.51865283618849e-14	-2.29947124821589e-14	4.51865283618849e-14
-8	0	13	1.2028131e-1	0.e-28	0.e-28	0.e-28	0.e-28	-5.7308727010184e-14	-4.4938649523420e-14	-5.7308727010184e-14	-4.4938649523420e-14
-8	0	14	1.4433757e-1	2.0048408951901e-14	2.0725314953851e-14	-8.4015801037287e-15	-9.1313519524400e-15	-1.12538910794368e-13	9.9406038271361e-14	1.12538910794368e-13	-9.9406038271361e-14
-8	0	15	1.6839383e-1	0.e-27	0.e-27	0.e-27	0.e-27	3.901580476342e-14	9.054974652558e-14	3.901580476342e-14	9.054974652558e-14
-8	0	16	1.9245009e-1	-1.830522965492e-15	-4.347483397119e-15	8.44512791726e-16	3.183439713807e-15	5.967634228070e-14	-1.120783201551e-14	-5.967634228070e-14	1.120783201551e-14
-8	0	17	2.1650635e-1	0.e-27	0.e-27	0.e-27	0.e-27	5.28513837366e-15	-2.502742187815e-14	5.28513837366e-15	-2.502742187815e-14
-8	0	18	2.4056261e-1	1.58438996006e-15	-2.37107947868e-15	-5.91275241786e-16	8.74290674831e-16	8.20524417134e-15	5.52565501275e-15	-8.20524417134e-15	-5.52565501275e-15
-7	0	8	2.4056261e-2	-7.08747387045134e-16	1.48564775524250e-16	1.825480511424748e-16	-1.45643361283541e-17	-1.6949336802662e-17	-4.84463411763368e-16	1.6949336802662e-17	4.84463411763368e-16
-7	0	9	4.8112522e-2	0.e-29	0.e-29	0.e-29	0.e-29	-6.66527220875482e-15	1.723100813540029e-14	-6.66527220875482e-15	1.723100813540029e-14
-7	0	10	7.2168784e-2	1.49674068602397e-14	-9.71068496883197e-14	-5.8971549988968e-15	3.23019353785797e-14	2.45242687273640e-13	4.7248958121343e-14	-2.45242687273640e-13	-4.7248958121343e-14
-7	0	11	9.6225045e-2	0.e-27	0.e-27	0.e-28	0.e-28	1.52783182378534e-13	-4.56595979513508e-13	1.52783182378534e-13	-4.56595979513508e-13
-7	0	12	1.2028131e-1	-1.16116860030592e-13	2.40572021044438e-13	5.0029220452401e-14	-9.7858878003918e-14	-1.10253004059884e-12	-5.8587467210970e-13	1.10253004059884e-12	5.8587467210970e-13
-7	0	13	1.4433757e-1	0.e-27	0.e-27	0.e-27	0.e-27	-5.9901254991792e-13	6.0640086357357e-13	-5.9901254991792e-13	6.0640086357357e-13
-7	0	14	1.6839383e-1	4.895419810294e-14	-4.024309582067e-14	-3.1143558265407e-14	2.1774365604919e-14	3.368694336166e-13	5.375809763694e-13	-3.368694336166e-13	-5.375809763694e-13
